"ontoClassPrefLabel","ontoClassURI","ontoPropertyPrefLabel","ontoPropertyURI","ontoPropertyDatatype","ontoPropertyEnumValues","ontoPropertyCardinalityMin","ontoPropertyCardinalityMax"
"actor","https://otl.waternet.nl/def/Agent","","","","","",""
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","naam","https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7","IFCTEXT","","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","eigenaar","https://otl.waternet.nl/def/8c8e3fda-85ad-372f-b898-7b908dd9e8c8","IFCTEXT","","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","beheerder","https://otl.waternet.nl/def/af7bf91b-d4d0-3501-8e59-89940f7e8583","IFCTEXT","","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","aannemer","https://otl.waternet.nl/def/d55833c7-14c5-322e-8f6a-e8b5904d3e17","IFCTEXT","","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","bedrijfsstatus","https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255","IFCTEXT","vervallen|weggehaald|reserve|in gebruik|realisatie plan|planvorming","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","bouwjaar","https://otl.waternet.nl/def/de592649-bb0a-3f79-9887-1d5bd9179a5b","IFCYEARNUMBER","","1","1"
"terrein","https://otl.waternet.nl/def/bb02bb03-4375-3049-9260-5f74a6b9d961","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","beheerder","https://otl.waternet.nl/def/af7bf91b-d4d0-3501-8e59-89940f7e8583","IFCTEXT","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","bouwjaar","https://otl.waternet.nl/def/de592649-bb0a-3f79-9887-1d5bd9179a5b","IFCYEARNUMBER","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","naam","https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7","IFCTEXT","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","aannemer","https://otl.waternet.nl/def/d55833c7-14c5-322e-8f6a-e8b5904d3e17","IFCTEXT","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","bedrijfsstatus","https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255","IFCTEXT","vervallen|weggehaald|reserve|in gebruik|realisatie plan|planvorming","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","eigenaar","https://otl.waternet.nl/def/8c8e3fda-85ad-372f-b898-7b908dd9e8c8","IFCTEXT","","1","1"
"groenvoorziening","https://otl.waternet.nl/def/2389882f-f57a-3580-a0ae-e495771ce590","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","afdekking","https://otl.waternet.nl/def/2a389697-5f86-3560-a629-68582c7044b7","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","leverancier","https://otl.waternet.nl/def/23d25588-5235-3943-a10a-a120039ca7e8","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","fabrikant","https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","eigenaar","https://otl.waternet.nl/def/8c8e3fda-85ad-372f-b898-7b908dd9e8c8","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","medium","https://otl.waternet.nl/def/e5ca0c16-bcb1-3554-afc8-590fee50d7f8","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","naam","https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","aannemer","https://otl.waternet.nl/def/d55833c7-14c5-322e-8f6a-e8b5904d3e17","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","lengte","https://otl.waternet.nl/def/c5fa0b1e-d2b1-3b9e-b005-ed0d7d7f58ec","","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","aanschafprijs","https://otl.waternet.nl/def/9a4bdddb-3272-343e-86cc-a4428348c567","","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","type","https://otl.waternet.nl/def/34264104-97f8-3956-bcf0-f2bc74448034","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","atex-code","https://otl.waternet.nl/def/4f4811e9-277e-3c0f-94f7-427da6d9f3cd","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","breedte","https://otl.waternet.nl/def/1252062e-30e0-32d1-8a7b-a54cd05463e4","","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","bedrijfsstatus","https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255","IFCTEXT","vervallen|weggehaald|reserve|in gebruik|realisatie plan|planvorming","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","serienummer","https://otl.waternet.nl/def/e49f2aad-d8bc-3310-98a9-89ea99e8e56c","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","vorm","https://otl.waternet.nl/def/2f8f17c0-d144-368f-89b5-7abcec1073bb","IFCTEXT","heulprofiel|rechthoekig|eivormig|rond|anders","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","materiaal","https://otl.waternet.nl/def/93810768-8d50-31f0-b9f5-4448f9b2e10c","IFCTEXT","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","hoogte","https://otl.waternet.nl/def/d1507ddf-f4be-3bd1-96ef-b9dae81d6171","","","1","1"
"put","https://otl.waternet.nl/def/ba192860-e1da-3bb3-9b30-e01dee3d4f05","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"waterloop","https://otl.waternet.nl/def/dee1df56-f652-3f45-a9e7-ec8ca7384f73","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"waterloop","https://otl.waternet.nl/def/dee1df56-f652-3f45-a9e7-ec8ca7384f73","eigenaar","https://otl.waternet.nl/def/8c8e3fda-85ad-372f-b898-7b908dd9e8c8","IFCTEXT","","1","1"
"waterloop","https://otl.waternet.nl/def/dee1df56-f652-3f45-a9e7-ec8ca7384f73","beheerder","https://otl.waternet.nl/def/af7bf91b-d4d0-3501-8e59-89940f7e8583","IFCTEXT","","1","1"
"waterloop","https://otl.waternet.nl/def/dee1df56-f652-3f45-a9e7-ec8ca7384f73","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"waterloop","https://otl.waternet.nl/def/dee1df56-f652-3f45-a9e7-ec8ca7384f73","onderhoudsplichtige","https://otl.waternet.nl/def/bdcbe93e-03d9-3eae-b6e3-ee16051988e2","IFCTEXT","","1","1"
"waterloop","https://otl.waternet.nl/def/dee1df56-f652-3f45-a9e7-ec8ca7384f73","naam","https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","plaatsingsdatum","https://otl.waternet.nl/def/09cdff04-e42b-3b70-a23d-c23e7a3658cc","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","uitwendige bescherming","https://otl.waternet.nl/def/4eae3f6e-00fa-3e06-ab21-e33f7851051a","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","lengte","https://otl.waternet.nl/def/c5fa0b1e-d2b1-3b9e-b005-ed0d7d7f58ec","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","opvulmateriaal","https://otl.waternet.nl/def/a9cf842f-5708-330a-b794-0f660f84c5b5","IFCTEXT","zand|schuim|beton","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","inspectiedatum","https://otl.waternet.nl/def/ff042e2f-a887-37ed-8c3f-35e1a7d15d10","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","medium","https://otl.waternet.nl/def/e5ca0c16-bcb1-3554-afc8-590fee50d7f8","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","afstroming","https://otl.waternet.nl/def/ddbd57b0-ffef-3a97-9be3-4f77645915ff","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","ruwheidsfactor","https://otl.waternet.nl/def/ba386dae-d809-3f79-b897-6c56f217a586","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","inwendige bescherming","https://otl.waternet.nl/def/96530c91-fed8-3ff1-815d-0326464f975c","IFCTEXT","betonrenovatie|bitumen|geen|coating|cementering|schaaldelen|relining bescherming|relining constructief","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","aannemer","https://otl.waternet.nl/def/d55833c7-14c5-322e-8f6a-e8b5904d3e17","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","stabiliteit","https://otl.waternet.nl/def/fb71b24e-9b6f-3731-a1fc-4e06069d7179","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","ligging ten opzichte van maaiveld","https://otl.waternet.nl/def/572cb362-865c-342b-9f4c-005e138f62dd","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","verwijderjaar","https://otl.waternet.nl/def/d9b3b72e-5c62-361e-8e3c-17806895ca13","IFCYEARNUMBER","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","funderingstype","https://otl.waternet.nl/def/febd09df-6eb6-3b1e-9279-0924336eb2c0","IFCTEXT","biels|fundering op staal met bochtverankering|grondverbetering|damwand met verankering|onderheid|onderheid met verankering|fundering op staal","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","leverancier","https://otl.waternet.nl/def/23d25588-5235-3943-a10a-a120039ca7e8","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","reden onderhoud","https://otl.waternet.nl/def/640066ed-a2c2-3d85-9299-745ba3bac424","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","technische levensduur","https://otl.waternet.nl/def/3339f0d0-0961-362b-a458-b5aa2abda2ca","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","doorlaat","https://otl.waternet.nl/def/84af9846-f006-34b3-9055-27618842ec66","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","bevat asbest","https://otl.waternet.nl/def/4e9486df-83f0-3bf8-82a4-98700785c3e9","IFCTEXT","nee|ja|verdacht","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","breedte","https://otl.waternet.nl/def/1252062e-30e0-32d1-8a7b-a54cd05463e4","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","diameter","https://otl.waternet.nl/def/8e16361e-e89b-3c5c-9524-07fc8e3fd2d5","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","trekvastheid","https://otl.waternet.nl/def/623ebbf6-6c5a-3b6d-b739-81db0f1188f6","IFCTEXT","gedeeltelijk trekvast (0.63 MPa)|gedeeltelijk trekvast|niet trekvast|trekvast","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","functie bovengrond","https://otl.waternet.nl/def/21c31448-52f9-3acf-ab9d-c1ed3ae6b626","IFCTEXT","doorgaande weg|hoofdweg|woonstraat|onder woningen door|achtertuin - pachtgrond|achtertuin|steeg","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","naam","https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","vervaljaar","https://otl.waternet.nl/def/dec2930e-05be-3d54-9d5d-2418ade9dede","IFCYEARNUMBER","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","reden onderzoek","https://otl.waternet.nl/def/7af61317-d371-3506-9af3-5b62cb8b5806","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","waterdichtheid","https://otl.waternet.nl/def/66dd3ff9-f33d-3783-9d60-4c83c57b2f78","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","temperatuur bescherming","https://otl.waternet.nl/def/78fe2650-7892-39e2-b937-0eff0e1da84c","IFCTEXT","vorstbeveiliging|warmtebeveiliging","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","beheerder","https://otl.waternet.nl/def/af7bf91b-d4d0-3501-8e59-89940f7e8583","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","functionele eenheid","https://otl.waternet.nl/def/7651e5e1-1fa8-3b0d-8381-5f3ac65cf9ef","IFCINTEGER","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","global trade identification number","https://otl.waternet.nl/def/7e235565-64ef-3a15-9d35-0fbf7b9aa3b4","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","materiaal","https://otl.waternet.nl/def/93810768-8d50-31f0-b9f5-4448f9b2e10c","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","norm","https://otl.waternet.nl/def/5878094e-e5a8-3c53-8bae-10fc4ced1688","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","hoogte","https://otl.waternet.nl/def/d1507ddf-f4be-3bd1-96ef-b9dae81d6171","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","kathodische bescherming","https://otl.waternet.nl/def/4ff41469-29d9-3514-a5c5-f78b9864838b","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","bedrijfsstatus","https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255","IFCTEXT","vervallen|weggehaald|reserve|in gebruik|realisatie plan|planvorming","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","eigenaar","https://otl.waternet.nl/def/8c8e3fda-85ad-372f-b898-7b908dd9e8c8","IFCTEXT","WRK|groengas b.v.|PWN|gemeente Amsterdam|Dunea|Waterschap Amstel, Gooi en Vecht","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","objectstatus","https://otl.waternet.nl/def/0fc940ec-4e7f-31c8-9516-2cec97a6a7dd","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","type","https://otl.waternet.nl/def/34264104-97f8-3956-bcf0-f2bc74448034","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","verbindingstype","https://otl.waternet.nl/def/9960dfb5-900f-39c8-980f-d2a33138dbb7","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","aanschafprijs","https://otl.waternet.nl/def/9a4bdddb-3272-343e-86cc-a4428348c567","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","afsluitersectie","https://otl.waternet.nl/def/45870760-ab2c-31ce-aec0-2d9385ce6cc5","IFCINTEGER","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","opdrachtgever","https://otl.waternet.nl/def/98ffff9d-00e5-38c8-9440-8e7da304cdab","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","serienummer","https://otl.waternet.nl/def/e49f2aad-d8bc-3310-98a9-89ea99e8e56c","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","bouwjaar","https://otl.waternet.nl/def/de592649-bb0a-3f79-9887-1d5bd9179a5b","IFCYEARNUMBER","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","onderhoudsmethode gepland","https://otl.waternet.nl/def/236c8661-6f1f-3667-bf02-8f7b732402a5","IFCTEXT","relinen|reiniging hoge druk","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","onderzoeksmethode gepland","https://otl.waternet.nl/def/7432abbb-7291-35d2-a85a-adf9c8bd8972","IFCTEXT","detailbeoordeling|standaard inspectie|extra inspectie","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","garantie einddatum","https://otl.waternet.nl/def/163a7510-4e37-3da9-a7e7-aeb610b2f9a6","","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","fabrikant","https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","uitvoeringsjaar inwendige bescherming","https://otl.waternet.nl/def/1d30f01c-8dd0-35b6-a0cd-24f8f8efc068","IFCYEARNUMBER","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","atex-code","https://otl.waternet.nl/def/4f4811e9-277e-3c0f-94f7-427da6d9f3cd","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","reden maatregel","https://otl.waternet.nl/def/9e208b3a-0618-31ae-90b9-19459a417eda","IFCTEXT","","1","1"
"leiding","https://otl.waternet.nl/def/ae0547fe-b075-3b36-92bd-2a43f5940665","projectfase","https://otl.waternet.nl/def/3567a75e-4725-3f1d-b26b-0a2c11a64222","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","bedrijfsstatus","https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255","IFCTEXT","vervallen|weggehaald|reserve|in gebruik|realisatie plan|planvorming","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","leverancier","https://otl.waternet.nl/def/23d25588-5235-3943-a10a-a120039ca7e8","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","naam","https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","fabrikant","https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","conditieniveau","https://otl.waternet.nl/def/92968535-3f21-4a7a-b70c-66354a15f803","IFCTEXT","5|1|3|4|2|6","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","global trade identification number","https://otl.waternet.nl/def/7e235565-64ef-3a15-9d35-0fbf7b9aa3b4","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","beheerder","https://otl.waternet.nl/def/af7bf91b-d4d0-3501-8e59-89940f7e8583","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","technische levensduur","https://otl.waternet.nl/def/3339f0d0-0961-362b-a458-b5aa2abda2ca","","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","plaatsingsdatum","https://otl.waternet.nl/def/09cdff04-e42b-3b70-a23d-c23e7a3658cc","","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","garantie einddatum","https://otl.waternet.nl/def/163a7510-4e37-3da9-a7e7-aeb610b2f9a6","","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","eigenaar","https://otl.waternet.nl/def/8c8e3fda-85ad-372f-b898-7b908dd9e8c8","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","fabricagedatum","https://otl.waternet.nl/def/9f8bfec5-51b8-4871-906d-5051517653f5","","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","fabricagejaar","https://otl.waternet.nl/def/c4783051-8e27-462b-a166-f2518f5efcd1","IFCYEARNUMBER","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","aannemer","https://otl.waternet.nl/def/d55833c7-14c5-322e-8f6a-e8b5904d3e17","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","type","https://otl.waternet.nl/def/34264104-97f8-3956-bcf0-f2bc74448034","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","installateur","https://otl.waternet.nl/def/c3c9882c-49b5-33d2-99c7-e0a7aaa94040","IFCTEXT","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","vervangingswaarde","https://otl.waternet.nl/def/28ea326e-9545-4943-8e8c-4f8b00d00f80","","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","vakdiscipline","https://otl.waternet.nl/def/9a460f0d-21bf-3520-8c8f-f9545b4612ad","IFCTEXT","procesautomatisering|werktuigbouwkunde|civiele techniek|bouwkunde|elektrotechniek","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","aanschafprijs","https://otl.waternet.nl/def/9a4bdddb-3272-343e-86cc-a4428348c567","","","1","1"
"constructie","https://otl.waternet.nl/def/385ca5bb-4f8b-3fae-bb89-0af7c6fba18c","bouwjaar","https://otl.waternet.nl/def/de592649-bb0a-3f79-9887-1d5bd9179a5b","IFCYEARNUMBER","","1","1"
"installatie","https://otl.waternet.nl/def/72d74c66-f3fa-3700-a132-4ce94202a155","technische levensduur","https://otl.waternet.nl/def/3339f0d0-0961-362b-a458-b5aa2abda2ca","","","1","1"
"installatie","https://otl.waternet.nl/def/72d74c66-f3fa-3700-a132-4ce94202a155","fabrikant","https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b","IFCTEXT","","1","1"
"installatie","https://otl.waternet.nl/def/72d74c66-f3fa-3700-a132-4ce94202a155","tagcode","https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e","IFCTEXT","","1","1"
"installatie","https://otl.waternet.nl/def/72d74c66-f3fa-3700-a132-4ce94202a155","omschrijving","https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430","IFCTEXT","","1","1"
"installatie","https://otl.waternet.nl/def/72d74c66-f3fa-3700-a132-4ce94202a155","fabricagedatum","https://otl.waternet.nl/def/9f8bfec5-51b8-4871-906d-5051517653f5","","","1","1"
"installatie","https://otl.waternet.nl/def/72d74c66-f3fa-3700-a132-4ce94202a155","leverancier","https://otl.waternet.nl/def/23d25588-5235-3943-a10a-a120039ca7e8","IFCTEXT","","1","1"
